area_name,calendar_date,precipitation,avg_temperature,total_snowfall,deepest_snowfall,hours_sunlight,avg_wind_speed,avg_vapor_pressure,avg_humidity,avg_sea_pressure,avg_local_pressure,solar_radiation,cloud_cover,high_temperature,low_temperature
fukuoka__hakata-kana__hakata,11/17/16,0,13.7,,,,1.8,,,,,,,20.3,7.4
fukuoka__hakata-kana__hakata,11/18/16,6,15,,,,3.2,,,,,,,20.7,8.8
fukuoka__hakata-kana__hakata,11/19/16,22.5,19.7,,,,3,,,,,,,23.2,17.3
fukuoka__hakata-kana__hakata,11/20/16,0,18,,,,2,,,,,,,22,13.2
fukuoka__hakata-kana__hakata,11/21/16,0,16.3,,,,1.8,,,,,,,20,12
fukuoka__hakata-kana__hakata,11/22/16,1.5,16.7,,,,2.7,,,,,,,20.8,11.7
fukuoka__hakata-kana__hakata,11/23/16,0.5,13.8,,,,2.7,,,,,,,15.2,11.9
fukuoka__hakata-kana__hakata,11/24/16,9.5,9.5,,,,5.1,,,,,,,12.6,4.5
fukuoka__hakata-kana__hakata,11/25/16,0,8.8,,,,2.8,,,,,,,13.3,5.1
fukuoka__hakata-kana__hakata,11/26/16,5.5,10,,,,1.9,,,,,,,15.7,2.9
fukuoka__hakata-kana__hakata,11/27/16,19.5,12.4,,,,2.3,,,,,,,14.8,10.8
fukuoka__hakata-kana__hakata,11/28/16,0,11,,,,4.2,,,,,,,13.7,5.8
fukuoka__hakata-kana__hakata,11/29/16,0,9.9,,,,2,,,,,,,15.3,3.7
fukuoka__hakata-kana__hakata,11/30/16,2,11.8,,,,2.7,,,,,,,16.8,5.1
fukuoka__hakata-kana__hakata,12/1/16,0.5,14,,,,3.6,,,,,,,16.6,10.4
fukuoka__hakata-kana__hakata,12/2/16,0,10.8,,,,2.1,,,,,,,14.4,5.7
fukuoka__hakata-kana__hakata,12/3/16,0,9.9,,,,1.7,,,,,,,17.6,3.8
fukuoka__hakata-kana__hakata,12/4/16,5,10.9,,,,2.1,,,,,,,13.9,7.1
fukuoka__hakata-kana__hakata,12/5/16,0,12.1,,,,2.5,,,,,,,16,6.9
fukuoka__hakata-kana__hakata,12/6/16,0,10.8,,,,4.5,,,,,,,15.3,4
fukuoka__hakata-kana__hakata,12/7/16,0,8.2,,,,3.3,,,,,,,13.1,2.3
fukuoka__hakata-kana__hakata,12/8/16,0,9.9,,,,3,,,,,,,14.3,4
fukuoka__hakata-kana__hakata,12/9/16,2,12.1,,,,3.1,,,,,,,16.3,7.1
fukuoka__hakata-kana__hakata,12/10/16,0,9.5,,,,2.5,,,,,,,14.7,4.7
fukuoka__hakata-kana__hakata,12/11/16,0,8.4,,,,2.1,,,,,,,14.8,2.2
fukuoka__hakata-kana__hakata,12/12/16,9.5,10.1,,,,2.9,,,,,,,15.4,4.6
fukuoka__hakata-kana__hakata,12/13/16,12.5,12.3,,,,1.7,,,,,,,14.2,10.2
fukuoka__hakata-kana__hakata,12/14/16,15,10.5,,,,3.4,,,,,,,13.5,7.2
fukuoka__hakata-kana__hakata,12/15/16,7.5,7.5,,,,4.7,,,,,,,9.5,5.8
fukuoka__hakata-kana__hakata,12/16/16,0,5.6,,,,4.9,,,,,,,8.4,1.5
fukuoka__hakata-kana__hakata,12/17/16,0,6.6,,,,2.8,,,,,,,11.5,1.8
fukuoka__hakata-kana__hakata,12/18/16,0,8,,,,3.6,,,,,,,13.4,2.9
fukuoka__hakata-kana__hakata,12/19/16,0,11.8,,,,3.3,,,,,,,18.5,3.9
fukuoka__hakata-kana__hakata,12/20/16,0.5,13.7,,,,3,,,,,,,16.9,9.9
fukuoka__hakata-kana__hakata,12/21/16,0,14.9,,,,3.5,,,,,,,18.9,8.3
fukuoka__hakata-kana__hakata,12/22/16,14.5,15.2,,,,6.6,,,,,,,19.5,11.3
fukuoka__hakata-kana__hakata,12/23/16,0,9.4,,,,6.7,,,,,,,11.6,7.8
fukuoka__hakata-kana__hakata,12/24/16,0,8.7,,,,2.8,,,,,,,11.5,6
fukuoka__hakata-kana__hakata,12/25/16,0,10.2,,,,1.9,,,,,,,16.2,3.6
fukuoka__hakata-kana__hakata,12/26/16,17,12.9,,,,3.5,,,,,,,16.4,10
fukuoka__hakata-kana__hakata,12/27/16,20,10.3,,,,6.5,,,,,,,15.4,7.5
fukuoka__hakata-kana__hakata,12/28/16,5,6.3,,,,3.3,,,,,,,9,4
fukuoka__hakata-kana__hakata,12/29/16,0,6.3,,,,4.2,,,,,,,8.8,2.5
fukuoka__hakata-kana__hakata,12/30/16,0,5.2,,,,2.1,,,,,,,10.4,-0.1
fukuoka__hakata-kana__hakata,12/31/16,0,6.6,,,,2.5,,,,,,,12.6,0.8
fukuoka__hakata-kana__hakata,1/1/17,0,7.6,,,,1.9,,,,,,,13.5,2.8
fukuoka__hakata-kana__hakata,1/2/17,1,7.7,,,,2.4,,,,,,,11.4,3.3
fukuoka__hakata-kana__hakata,1/3/17,0,8.6,,,,2.5,,,,,,,14.3,3.8
fukuoka__hakata-kana__hakata,1/4/17,0,8.7,,,,2.4,,,,,,,15.7,1.9
fukuoka__hakata-kana__hakata,1/5/17,0,8.7,,,,2.7,,,,,,,12.5,3.5
fukuoka__hakata-kana__hakata,1/6/17,0,8.7,,,,2.9,,,,,,,12.4,3.6
fukuoka__hakata-kana__hakata,1/7/17,7,7.1,,,,1.1,,,,,,,11.4,0.6
fukuoka__hakata-kana__hakata,1/8/17,23.5,10.8,,,,2.1,,,,,,,13.6,8.3
fukuoka__hakata-kana__hakata,1/9/17,1,10.5,,,,4.1,,,,,,,12,6.3
fukuoka__hakata-kana__hakata,1/10/17,0,7.7,,,,3.4,,,,,,,11.2,4.2
fukuoka__hakata-kana__hakata,1/11/17,0,5.7,,,,4.3,,,,,,,8,2.5
fukuoka__hakata-kana__hakata,1/12/17,0,6.4,,,,4.1,,,,,,,10,1.4
fukuoka__hakata-kana__hakata,1/13/17,0,7.6,,,,6.2,,,,,,,9.5,5.9
fukuoka__hakata-kana__hakata,1/14/17,0,4.4,,,,7.1,,,,,,,6.3,2.8
fukuoka__hakata-kana__hakata,1/15/17,0,2.3,,,,4.8,,,,,,,6,-0.4
fukuoka__hakata-kana__hakata,1/16/17,0,3.3,,,,3.2,,,,,,,9.4,-1.6
fukuoka__hakata-kana__hakata,1/17/17,0.5,5.3,,,,1.9,,,,,,,10.9,0.5
fukuoka__hakata-kana__hakata,1/18/17,0,7.6,,,,2.4,,,,,,,13.8,0.7
fukuoka__hakata-kana__hakata,1/19/17,0,8.5,,,,1.5,,,,,,,12.8,3.8
fukuoka__hakata-kana__hakata,1/20/17,7,6.4,,,,6.7,,,,,,,9.5,3.1
fukuoka__hakata-kana__hakata,1/21/17,0.5,6.1,,,,3.8,,,,,,,8.9,1.3
fukuoka__hakata-kana__hakata,1/22/17,8.5,4.9,,,,5.1,,,,,,,6.7,3.1
fukuoka__hakata-kana__hakata,1/23/17,0.5,2.6,,,,5.9,,,,,,,4.2,0
fukuoka__hakata-kana__hakata,1/24/17,0,2.6,,,,3.9,,,,,,,6.1,-1.4
fukuoka__hakata-kana__hakata,1/25/17,0,3,,,,2.5,,,,,,,9.1,-2.6
fukuoka__hakata-kana__hakata,1/26/17,0,4.8,,,,3,,,,,,,10.8,-1.8
fukuoka__hakata-kana__hakata,1/27/17,0.5,8.1,,,,3.7,,,,,,,15,2.1
fukuoka__hakata-kana__hakata,1/28/17,0,6.9,,,,2,,,,,,,13.7,-0.9
fukuoka__hakata-kana__hakata,1/29/17,8,11.5,,,,4,,,,,,,16.6,4.1
fukuoka__hakata-kana__hakata,1/30/17,3,9.5,,,,4.9,,,,,,,15.7,5.4
fukuoka__hakata-kana__hakata,1/31/17,0.5,7.4,,,,2.3,,,,,,,11.1,4.8
fukuoka__hakata-kana__hakata,2/1/17,0,7.4,,,,4.1,,,,,,,9.2,6
fukuoka__hakata-kana__hakata,2/2/17,0,5.8,,,,3.2,,,,,,,10.3,-0.2
fukuoka__hakata-kana__hakata,2/3/17,0,6.9,,,,2.7,,,,,,,12.7,0
fukuoka__hakata-kana__hakata,2/4/17,0,10.4,,,,2.2,,,,,,,15.3,4.9
fukuoka__hakata-kana__hakata,2/5/17,16.5,10.5,,,,4.8,,,,,,,13,7.8
fukuoka__hakata-kana__hakata,2/6/17,0,8.1,,,,6.1,,,,,,,10.5,5.5
fukuoka__hakata-kana__hakata,2/7/17,0,7.1,,,,2.8,,,,,,,11.9,2.3
fukuoka__hakata-kana__hakata,2/8/17,5.5,6.9,,,,2.7,,,,,,,11.3,3.1
fukuoka__hakata-kana__hakata,2/9/17,7.5,5.2,,,,6.1,,,,,,,7.5,3.4
fukuoka__hakata-kana__hakata,2/10/17,0.5,2.4,,,,7,,,,,,,4.6,-0.2
fukuoka__hakata-kana__hakata,2/11/17,0.5,3.1,,,,5.2,,,,,,,5.7,-0.1
fukuoka__hakata-kana__hakata,2/12/17,0,4,,,,3.6,,,,,,,8.3,0.7
fukuoka__hakata-kana__hakata,2/13/17,0,4.6,,,,3.3,,,,,,,9.8,-0.6
fukuoka__hakata-kana__hakata,2/14/17,0,5.7,,,,3.7,,,,,,,10,1.9
fukuoka__hakata-kana__hakata,2/15/17,0,6.5,,,,2.3,,,,,,,12.7,-0.3
fukuoka__hakata-kana__hakata,2/16/17,0,10.6,,,,5.9,,,,,,,17.4,2.9
fukuoka__hakata-kana__hakata,2/17/17,1.5,14.6,,,,4.5,,,,,,,19,10.3
fukuoka__hakata-kana__hakata,2/18/17,0,8.8,,,,5.4,,,,,,,11.1,6.7
fukuoka__hakata-kana__hakata,2/19/17,0,7.7,,,,4.4,,,,,,,13.1,0.2
fukuoka__hakata-kana__hakata,2/20/17,3,11.9,,,,6.3,,,,,,,17.6,7.7
fukuoka__hakata-kana__hakata,2/21/17,0,7.2,,,,4.6,,,,,,,11,2.7
fukuoka__hakata-kana__hakata,2/22/17,11.5,9.1,,,,6.3,,,,,,,14.7,2
fukuoka__hakata-kana__hakata,2/23/17,1,10.1,,,,5.2,,,,,,,14.1,7.8
fukuoka__hakata-kana__hakata,2/24/17,0,6.6,,,,3.6,,,,,,,9.9,1.7
fukuoka__hakata-kana__hakata,2/25/17,0,6.2,,,,2.8,,,,,,,11.1,1.2
fukuoka__hakata-kana__hakata,2/26/17,0,7.7,,,,3,,,,,,,11.7,3.7
fukuoka__hakata-kana__hakata,2/27/17,0,7.7,,,,2.6,,,,,,,13.2,0.8
fukuoka__hakata-kana__hakata,2/28/17,0,8,,,,2.4,,,,,,,14.3,1.3
fukuoka__hakata-kana__hakata,3/1/17,0,8.8,,,,2,,,,,,,15.1,2.6
fukuoka__hakata-kana__hakata,3/2/17,1,9.6,,,,5.4,,,,,,,12,8
fukuoka__hakata-kana__hakata,3/3/17,0.5,8.9,,,,2.8,,,,,,,12.7,6.4
fukuoka__hakata-kana__hakata,3/4/17,0,10,,,,2.3,,,,,,,16.1,4.3
fukuoka__hakata-kana__hakata,3/5/17,0,10.3,,,,2.6,,,,,,,15.7,5.5
fukuoka__hakata-kana__hakata,3/6/17,0,9.8,,,,4.7,,,,,,,13.4,7.7
fukuoka__hakata-kana__hakata,3/7/17,0.5,7.3,,,,6,,,,,,,10,5.7
fukuoka__hakata-kana__hakata,3/8/17,0,5.8,,,,5.4,,,,,,,8.2,3.7
fukuoka__hakata-kana__hakata,3/9/17,0,8.7,,,,5.3,,,,,,,11.3,4.6
fukuoka__hakata-kana__hakata,3/10/17,0,10,,,,3.8,,,,,,,14.1,3.4
fukuoka__hakata-kana__hakata,3/11/17,0,9.3,,,,2.5,,,,,,,15.2,2.2
fukuoka__hakata-kana__hakata,3/12/17,0,10.6,,,,2.1,,,,,,,17.2,2.6
fukuoka__hakata-kana__hakata,3/13/17,0.5,10.8,,,,2.5,,,,,,,12.8,8.9
fukuoka__hakata-kana__hakata,3/14/17,3.5,10.7,,,,4.6,,,,,,,14.1,6.9
fukuoka__hakata-kana__hakata,3/15/17,1.5,8.5,,,,4.4,,,,,,,12,5.3
fukuoka__hakata-kana__hakata,3/16/17,0,8.8,,,,2.9,,,,,,,14.2,3.1
fukuoka__hakata-kana__hakata,3/17/17,0,9.4,,,,2.5,,,,,,,15.4,2.5
fukuoka__hakata-kana__hakata,3/18/17,0,9.6,,,,2,,,,,,,15.5,3.4
fukuoka__hakata-kana__hakata,3/19/17,0,11.8,,,,2.7,,,,,,,19.1,4.2
fukuoka__hakata-kana__hakata,3/20/17,12,10.9,,,,2.2,,,,,,,15.9,6.6
fukuoka__hakata-kana__hakata,3/21/17,5.5,10.8,,,,4.2,,,,,,,14.8,8.8
fukuoka__hakata-kana__hakata,3/22/17,0,9.8,,,,2.4,,,,,,,13.3,3.7
fukuoka__hakata-kana__hakata,3/23/17,0,10.7,,,,2.7,,,,,,,15,7.2
fukuoka__hakata-kana__hakata,3/24/17,0,10.1,,,,2.8,,,,,,,14.6,5.1
fukuoka__hakata-kana__hakata,3/25/17,0,10.8,,,,2.2,,,,,,,15.5,7.7
fukuoka__hakata-kana__hakata,3/26/17,2.5,10,,,,2.8,,,,,,,14.5,5.6
fukuoka__hakata-kana__hakata,3/27/17,3.5,9.5,,,,4.5,,,,,,,13,5.7
fukuoka__hakata-kana__hakata,3/28/17,0,10.3,,,,3.3,,,,,,,14.7,4
fukuoka__hakata-kana__hakata,3/29/17,0,11.9,,,,5.9,,,,,,,15.3,8.6
fukuoka__hakata-kana__hakata,3/30/17,0,14.8,,,,3.6,,,,,,,18.2,10.8
fukuoka__hakata-kana__hakata,3/31/17,10.5,10.3,,,,2.8,,,,,,,13.9,8.2
fukuoka__hakata-kana__hakata,4/1/17,2.5,10.4,,,,3.2,,,,,,,15.3,5.5
fukuoka__hakata-kana__hakata,4/2/17,5.5,9.3,,,,4.1,,,,,,,13.8,5.3
fukuoka__hakata-kana__hakata,4/3/17,0,11.3,,,,3.8,,,,,,,18.3,4.1
fukuoka__hakata-kana__hakata,4/4/17,0,14.5,,,,2.9,,,,,,,21.7,6
fukuoka__hakata-kana__hakata,4/5/17,0,17.3,,,,5.7,,,,,,,20.8,13
fukuoka__hakata-kana__hakata,4/6/17,17.5,16.9,,,,7.4,,,,,,,18.2,15.5
fukuoka__hakata-kana__hakata,4/7/17,12,17.7,,,,2.7,,,,,,,19.5,16.7
fukuoka__hakata-kana__hakata,4/8/17,3,18.5,,,,2.3,,,,,,,23.2,16.2
fukuoka__hakata-kana__hakata,4/9/17,0,16,,,,3.6,,,,,,,19.3,13.9
fukuoka__hakata-kana__hakata,4/10/17,21,13.3,,,,2.2,,,,,,,15.7,12.1
fukuoka__hakata-kana__hakata,4/11/17,15.5,13,,,,3.9,,,,,,,15.4,8.5
fukuoka__hakata-kana__hakata,4/12/17,0,13.2,,,,3.7,,,,,,,18.2,8.3
fukuoka__hakata-kana__hakata,4/13/17,0,14.5,,,,2.9,,,,,,,20.4,7.4
fukuoka__hakata-kana__hakata,4/14/17,0,17.4,,,,5.5,,,,,,,24.1,9.5
fukuoka__hakata-kana__hakata,4/15/17,8.5,19.8,,,,3.2,,,,,,,25.8,14.7
fukuoka__hakata-kana__hakata,4/16/17,0,20.3,,,,2,,,,,,,26.9,16
fukuoka__hakata-kana__hakata,4/17/17,77.5,19.8,,,,5.7,,,,,,,22.9,16.5
fukuoka__hakata-kana__hakata,4/18/17,1,18.3,,,,4,,,,,,,23.7,13.7
fukuoka__hakata-kana__hakata,4/19/17,0,16.2,,,,4.8,,,,,,,19.5,11.7
fukuoka__hakata-kana__hakata,4/20/17,0,15,,,,3.6,,,,,,,18.3,11.7
fukuoka__hakata-kana__hakata,4/21/17,0,16.2,,,,2.6,,,,,,,20.5,12.3
fukuoka__hakata-kana__hakata,4/22/17,0,16.2,,,,4.2,,,,,,,20.4,12.3
fukuoka__hakata-kana__hakata,4/23/17,0,14.9,,,,2.6,,,,,,,20.5,7.9
fukuoka__hakata-kana__hakata,4/24/17,0,18.1,,,,3.2,,,,,,,25.5,9.1
fukuoka__hakata-kana__hakata,4/25/17,0,20.3,,,,3.7,,,,,,,24.8,15.4
fukuoka__hakata-kana__hakata,4/26/17,16,16.6,,,,2.7,,,,,,,20.3,14.9
fukuoka__hakata-kana__hakata,4/27/17,0,15.7,,,,3.1,,,,,,,18.9,11.5
fukuoka__hakata-kana__hakata,4/28/17,0,16.6,,,,4.4,,,,,,,23.4,9.4
fukuoka__hakata-kana__hakata,4/29/17,0,19.1,,,,4.4,,,,,,,24.7,14.3
fukuoka__hakata-kana__hakata,4/30/17,0,21.1,,,,6.6,,,,,,,28.3,15.8
fukuoka__hakata-kana__hakata,5/1/17,0,18.8,,,,4.9,,,,,,,23.7,15.9
fukuoka__hakata-kana__hakata,5/2/17,0,19.3,,,,2,,,,,,,26.3,13.4
fukuoka__hakata-kana__hakata,5/3/17,3.5,19.6,,,,2.4,,,,,,,26.3,16.4
fukuoka__hakata-kana__hakata,5/4/17,0,21.6,,,,2.3,,,,,,,26.4,16
fukuoka__hakata-kana__hakata,5/5/17,2,22.3,,,,2.6,,,,,,,27.6,18.9
fukuoka__hakata-kana__hakata,5/6/17,1,20,,,,3,,,,,,,22.5,16.8
fukuoka__hakata-kana__hakata,5/7/17,0,20.4,,,,3.4,,,,,,,25.6,15.2
fukuoka__hakata-kana__hakata,5/8/17,0,20.5,,,,2.9,,,,,,,26.6,13.2
fukuoka__hakata-kana__hakata,5/9/17,15.5,17.2,,,,4.7,,,,,,,20.6,15.2
fukuoka__hakata-kana__hakata,5/10/17,0,18.2,,,,3.6,,,,,,,20.7,13.6
fukuoka__hakata-kana__hakata,5/11/17,0,21.7,,,,6.7,,,,,,,29.7,13.5
fukuoka__hakata-kana__hakata,5/12/17,36.5,19.4,,,,5.1,,,,,,,22.2,17.2
fukuoka__hakata-kana__hakata,5/13/17,1.5,19.3,,,,3,,,,,,,22.6,17.1
fukuoka__hakata-kana__hakata,5/14/17,0,20.6,,,,3.3,,,,,,,24.8,16.5
fukuoka__hakata-kana__hakata,5/15/17,0,19.2,,,,3.2,,,,,,,22.7,15.4
fukuoka__hakata-kana__hakata,5/16/17,0,17.9,,,,2.9,,,,,,,21.8,13.1
fukuoka__hakata-kana__hakata,5/17/17,0,19,,,,3.1,,,,,,,23.1,15.3
fukuoka__hakata-kana__hakata,5/18/17,0,20,,,,2.6,,,,,,,25.3,14.7
fukuoka__hakata-kana__hakata,5/19/17,0,21.7,,,,3.3,,,,,,,28.1,14.9
fukuoka__hakata-kana__hakata,5/20/17,0,22.1,,,,3.2,,,,,,,28.8,16.1
fukuoka__hakata-kana__hakata,5/21/17,0,21.9,,,,2.5,,,,,,,28.4,16.6
fukuoka__hakata-kana__hakata,5/22/17,0,22.5,,,,2.9,,,,,,,27.8,16.4
fukuoka__hakata-kana__hakata,5/23/17,0,22.8,,,,2.7,,,,,,,27.5,18.3
fukuoka__hakata-kana__hakata,5/24/17,2,20.7,,,,2.6,,,,,,,22.1,19.6
fukuoka__hakata-kana__hakata,5/25/17,0,22,,,,2.2,,,,,,,26.1,18.8
fukuoka__hakata-kana__hakata,5/26/17,0,19.4,,,,3.7,,,,,,,22.4,15.7
fukuoka__hakata-kana__hakata,5/27/17,0,19.5,,,,2.9,,,,,,,25.2,13.1
fukuoka__hakata-kana__hakata,5/28/17,0,21.2,,,,2.5,,,,,,,27.2,14.4
fukuoka__hakata-kana__hakata,5/29/17,0,24.1,,,,3.4,,,,,,,30.1,17.8
fukuoka__hakata-kana__hakata,5/30/17,0,25.1,,,,3.7,,,,,,,30.6,20.3
fukuoka__hakata-kana__hakata,5/31/17,0,23.6,,,,3.3,,,,,,,29.4,20.8
fukuoka_iizuka-kana_ikka,1/1/16,,4.8,,,8.5,1.4,7,83,1031.1,1026.3,,,12.4,-1
fukuoka_iizuka-kana_ikka,1/2/16,0,10.2,,,0.7,2,9.4,75,1024.9,1020.3,,,14.2,3.7
fukuoka_iizuka-kana_ikka,1/3/16,1,10.8,,,1.7,0.9,11.9,92,1019.7,1015.1,,,15.4,6.1
fukuoka_iizuka-kana_ikka,1/4/16,,9.8,,,5.9,1.8,10.1,85,1020.8,1016.1,,,16.1,4.6
fukuoka_iizuka-kana_ikka,1/5/16,1,7.9,,,0.1,1,9.7,91,1023.1,1018.4,,,11.3,6.8
fukuoka_iizuka-kana_ikka,1/6/16,,7.5,,,0,0.9,9.3,91,1021.2,1016.6,,,11,5.1
fukuoka_iizuka-kana_ikka,1/7/16,0,7.8,,,1.1,2.1,7,67,1021.1,1016.4,,,9.7,5.6
fukuoka_iizuka-kana_ikka,1/8/16,0,6.6,,,0,3.1,6,61,1020.7,1016,,,8,5.5
fukuoka_iizuka-kana_ikka,1/9/16,0,5.9,,,0.3,1.5,6.1,66,1023.8,1019.1,,,7.8,2.7
fukuoka_iizuka-kana_ikka,1/10/16,0,6.6,,,5.2,1.6,6.6,69,1024.7,1020,,,11.2,2.1
fukuoka_iizuka-kana_ikka,1/11/16,,6.2,,,1.5,1.3,7,76,1021.9,1017.2,,,10.8,1.9
fukuoka_iizuka-kana_ikka,1/12/16,0.5,5.9,,,0.7,1.5,7.3,79,1018.9,1014.2,,,9,2.7
fukuoka_iizuka-kana_ikka,1/13/16,0,4.4,,,0.4,2.4,5.9,71,1019.1,1014.3,,,6.8,2.3
fukuoka_iizuka-kana_ikka,1/14/16,0,5.5,,,1.6,2.4,5.4,60,1020.8,1016.1,,,8.6,1.8
fukuoka_iizuka-kana_ikka,1/15/16,,4,,,8.4,1.4,5.1,66,1021.4,1016.6,,,10.4,-0.3
fukuoka_iizuka-kana_ikka,1/16/16,,4.4,,,7.4,1.3,6,74,1021.8,1017,,,12.5,-2.2
fukuoka_iizuka-kana_ikka,1/17/16,30.5,5,,,0,1.6,8.3,94,1014.5,1009.8,,,7,2
fukuoka_iizuka-kana_ikka,1/18/16,11.5,6.1,,,1.3,4.6,7.2,75,1008.7,1004.1,,,8.9,1.8
fukuoka_iizuka-kana_ikka,1/19/16,1.5,1.9,,,1.7,7.3,4.2,60,1017.4,1012.6,,,3,0.5
fukuoka_iizuka-kana_ikka,1/20/16,0,1.7,,,3.5,2.9,4.2,62,1025.6,1020.8,,,4.6,-2.1
fukuoka_iizuka-kana_ikka,1/21/16,0,1.6,,,0.1,1.4,5.5,81,1024,1019.2,,,6.6,-2.9
fukuoka_iizuka-kana_ikka,1/22/16,1.5,4.4,,,1.7,1.6,7.3,86,1024.3,1019.6,,,7.6,0.6
fukuoka_iizuka-kana_ikka,1/23/16,3.5,2,,,0,2,6.5,92,1023.6,1018.8,,,3.9,-1.2
fukuoka_iizuka-kana_ikka,1/24/16,6.5,-3.7,,,0,4.2,3.6,79,1021.1,1016.2,,,-1,-5.1
fukuoka_iizuka-kana_ikka,1/25/16,4.5,-1.1,,,0.1,2.7,5.2,91,1026.7,1021.9,,,1.1,-4.9
fukuoka_iizuka-kana_ikka,1/26/16,0,2.7,,,0,2.6,6.6,89,1027.3,1022.5,,,4.9,1
fukuoka_iizuka-kana_ikka,1/27/16,0,5.5,,,1.6,1.8,7.5,83,1030,1025.2,,,9.2,2.3
fukuoka_iizuka-kana_ikka,1/28/16,9,6.1,,,0,1,9.2,98,1026.8,1022,,,7.7,5
fukuoka_iizuka-kana_ikka,1/29/16,34.5,10,,,0,1.5,12.3,100,1017.7,1013,,,13.7,7.5
fukuoka_iizuka-kana_ikka,1/30/16,0.5,9.9,,,5.8,2,9.6,79,1020.2,1015.5,,,14.1,5.9
fukuoka_iizuka-kana_ikka,1/31/16,0.5,7.9,,,5.4,2,7.9,77,1024.8,1020.1,,,12.6,4.4
fukuoka_iizuka-kana_ikka,2/1/16,0.5,6.1,,,0,1.5,7.6,81,1023.4,1018.7,,,8.8,4.7
fukuoka_iizuka-kana_ikka,2/2/16,4,4.4,,,3.1,1.9,6.7,81,1023.3,1018.6,,,8.7,1.6
fukuoka_iizuka-kana_ikka,2/3/16,2,5.3,,,1,1.5,7.8,87,1024.9,1020.2,,,8.5,1.8
fukuoka_iizuka-kana_ikka,2/4/16,,5.3,,,7.8,2.3,6.1,71,1024.3,1019.6,,,10.4,-0.1
fukuoka_iizuka-kana_ikka,2/5/16,,4.6,,,2.9,1.5,6.1,74,1021,1016.2,,,10.2,0.6
fukuoka_iizuka-kana_ikka,2/6/16,0,3.6,,,0.8,1.9,5.7,73,1019.7,1015,,,6.5,0.6
fukuoka_iizuka-kana_ikka,2/7/16,0.5,3.6,,,3.6,1.8,6.3,81,1020.5,1015.7,,,8.2,0.3
fukuoka_iizuka-kana_ikka,2/8/16,0,5,,,4.8,2.9,5.9,70,1019.4,1014.7,,,9.4,-0.7
fukuoka_iizuka-kana_ikka,2/9/16,0,8.1,,,9.6,4,5.1,49,1020.5,1015.8,,,11.5,2.4
fukuoka_iizuka-kana_ikka,2/10/16,0,5.5,,,10.3,1.3,5.9,68,1026,1021.2,,,13.3,-0.9
fukuoka_iizuka-kana_ikka,2/11/16,,7,,,7.6,1.5,7.2,75,1027.7,1023,,,16,0
fukuoka_iizuka-kana_ikka,2/12/16,0,11,,,0.1,1.5,11.1,84,1022.8,1018.2,,,17,5.4
fukuoka_iizuka-kana_ikka,2/13/16,32.5,15.2,,,0.1,1.9,17.1,98,1011.9,1007.4,,,19,11.3
fukuoka_iizuka-kana_ikka,2/14/16,2.5,10.3,,,0,5,10.1,76,1010.7,1006.1,,,18.5,5.2
fukuoka_iizuka-kana_ikka,2/15/16,0,3,,,0.5,4.1,4.6,61,1017.6,1012.8,,,5.3,0.8
fukuoka_iizuka-kana_ikka,2/16/16,4.5,3,,,0.4,2.7,6.2,82,1019.9,1015.2,,,5.1,-0.1
fukuoka_iizuka-kana_ikka,2/17/16,0,4.6,,,3.4,2.3,5.5,66,1023.7,1019,,,7.6,-0.7
fukuoka_iizuka-kana_ikka,2/18/16,,5.1,,,6.2,2,6,71,1025.5,1020.8,,,11.6,-2
fukuoka_iizuka-kana_ikka,2/19/16,0,9.4,,,3.1,1.6,8.1,70,1027.1,1022.4,,,14.1,2.9
fukuoka_iizuka-kana_ikka,2/20/16,35.5,7.9,,,0,1.5,10.2,95,1019.1,1014.5,,,9.9,6.3
fukuoka_iizuka-kana_ikka,2/21/16,2,5.2,,,10,2.9,5.3,61,1028,1023.3,,,8.4,0.9
fukuoka_iizuka-kana_ikka,2/22/16,2,4.6,,,0,1.1,6.3,75,1030.4,1025.6,,,9.2,0.1
fukuoka_iizuka-kana_ikka,2/23/16,2,6.5,,,2.4,1.1,8.6,89,1026.3,1021.6,,,11.3,4
fukuoka_iizuka-kana_ikka,2/24/16,5,5.5,,,2.1,2.4,7.6,85,1027.3,1022.5,,,9.2,3.2
fukuoka_iizuka-kana_ikka,2/25/16,8.5,3.1,,,4,2,6.1,81,1032.1,1027.3,,,6.8,-0.9
fukuoka_iizuka-kana_ikka,2/26/16,,4.2,,,8,1.9,5.3,69,1031.1,1026.3,,,10.3,-2.4
fukuoka_iizuka-kana_ikka,2/27/16,3,8.2,,,2.4,2.7,7.6,70,1026.1,1021.5,,,12.2,4.9
fukuoka_iizuka-kana_ikka,2/28/16,1.5,11.5,,,9.2,2.8,9.1,71,1022.2,1017.6,,,17.6,3.4
fukuoka_iizuka-kana_ikka,2/29/16,5,5,,,1.3,4.4,6.2,69,1021.8,1017.1,,,13.3,0
fukuoka_iizuka-kana_ikka,3/1/16,,2.6,,,7.7,2.5,4.6,64,1026.6,1021.9,,,6.7,-1.2
fukuoka_iizuka-kana_ikka,3/2/16,,6.7,,,9.4,1.9,5.9,63,1026.8,1022.1,,,13.8,-0.2
fukuoka_iizuka-kana_ikka,3/3/16,0,9.8,,,10.3,1.8,8.1,69,1026.2,1021.5,,,17.8,1.8
